From Bank,To Bank,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Dayofweek
14133,136009,4749.34,Canadian Dollar,ACH,1,13,4
19104,15885,62811.12,Yuan,ACH,1,9,4
15885,123440,8003.32,Euro,ACH,1,12,6
30061,2293,8352.95,Euro,ACH,1,10,5
2293,217862,9611.72,US Dollar,ACH,1,19,6
217242,14652,10736.72,Euro,ACH,1,9,4
14652,24027,10179.29,Euro,ACH,1,11,4
41019,20,10652.83,US Dollar,ACH,1,12,5
20,19,213187.44,Mexican Peso,ACH,1,15,5
1126,118213,791974.19,Yen,ACH,1,9,5
118213,110,10510.19,Australian Dollar,ACH,1,5,0
12,152926,6354.57,Swiss Franc,ACH,1,8,4
152926,22224,6722.66,US Dollar,ACH,1,6,5
11,116,56161.77,Brazil Real,ACH,1,1,6
116,13590,8064.5,Euro,ACH,1,11,1
12678,116703,6501.93,US Dollar,ACH,1,8,4
116703,10,8577.99,Canadian Dollar,ACH,1,19,5
70,157900,14516.61,Shekel,Credit Card,1,6,4
63779,266406,10887.98,Saudi Riyal,ACH,1,6,4
70,132004,3413.79,US Dollar,Cash,1,7,4
5981,600,63.79,Euro,ACH,1,7,4
70,1835,8934.58,Euro,Cheque,1,7,4
70,215478,554373.82,Yen,Cheque,1,7,4
70,236908,2522.51,Canadian Dollar,Cheque,1,7,4
69465,71172,0.366164,Bitcoin,Bitcoin,1,7,4
11047,22031,3218.5,US Dollar,ACH,1,7,4
70,27009,3256.13,US Dollar,Credit Card,1,7,4
56914,123807,4728.04,US Dollar,ACH,1,7,4
7080,7080,18420.34,Yuan,ACH,1,7,4
70,55677,9838.83,Yuan,Cheque,1,7,4
70,22129,37.4,US Dollar,Cheque,1,8,4
498,20,2342.59,Euro,ACH,1,8,4
70,215820,36017.73,Euro,Cheque,1,8,4
70,212854,3351.78,Euro,Cheque,1,8,4
70,219760,8426258.36,Euro,Cash,1,8,4
169804,71356,0.381716,Bitcoin,Bitcoin,1,8,4
133044,124049,1303.55,US Dollar,ACH,1,8,4
20,3,4953.29,Euro,ACH,1,8,4
2557,117105,1393.13,Euro,ACH,1,8,4
1110,22031,543.27,US Dollar,ACH,1,9,4
10,36242,3140.17,Canadian Dollar,ACH,1,9,4
70,63779,4503.66,Saudi Riyal,Cheque,1,9,4
63834,216,18534.09,Saudi Riyal,ACH,1,9,4
72523,70949,0.326074,Bitcoin,Bitcoin,1,9,4
70,224,541.98,US Dollar,Cheque,1,9,4
124126,18270,967.99,US Dollar,ACH,1,9,4
2514,20,764.78,Euro,ACH,1,9,4
24,1,17727.38,US Dollar,ACH,1,5,5
1,1,17727.38,US Dollar,ACH,1,11,6
3,224,4227.51,US Dollar,ACH,1,8,6
224,14,3371.08,Euro,ACH,1,12,6
20,14,877.21,Euro,ACH,1,8,6
14,423,877.21,Euro,ACH,1,11,1
24816,226085,265552.61,Rupee,ACH,1,9,4
134598,134489,925.07,UK Pound,ACH,1,9,4
41348,141465,4330.34,Australian Dollar,ACH,1,9,4
21566,22364,2954.46,US Dollar,ACH,1,10,4
70,17289,6349.02,Euro,Cheque,1,10,4
224,11047,1305.72,US Dollar,ACH,1,10,4
1439,24317,3230.46,US Dollar,ACH,1,10,4
70,21260,17.2,US Dollar,Credit Card,1,10,4
13354,23571,2355.2,US Dollar,ACH,1,10,4
70,212518,4452.64,US Dollar,Credit Card,1,10,4
70,215191,3487.78,US Dollar,Cheque,1,10,4
61799,68503,740.54,US Dollar,ACH,1,10,4
264481,23848,3764.11,Euro,ACH,1,10,4
19414,223950,91304.76,Rupee,ACH,1,10,4
127897,24869,55976.53,Rupee,ACH,1,10,4
70,157900,289526.91,Shekel,Cash,1,10,4
171316,219,2.887758,Bitcoin,Bitcoin,1,10,4
70,19229,5947.93,US Dollar,Cheque,1,11,4
62334,119973,13063.81,US Dollar,ACH,1,11,4
21260,20,12794.03,US Dollar,ACH,1,11,4
231755,3460,3751.14,Euro,ACH,1,11,4
70,250127,7197328.71,Euro,Cheque,1,11,4
127436,225628,270819.89,Rupee,ACH,1,11,4
70,53905,1332039.45,Swiss Franc,Cheque,1,11,4
70,231905,5036.31,US Dollar,Cheque,1,11,4
24438,216093,25584.22,US Dollar,ACH,1,11,4
70,25400,3110.91,Euro,Cheque,1,11,4
70,115648,139280.31,Yen,Cheque,1,11,4
70,13,4576.97,Mexican Peso,Cheque,1,11,4
64059,63779,10948.06,Saudi Riyal,ACH,1,11,4
115216,18747,3512.49,US Dollar,ACH,1,12,4
70,14133,1031660.13,US Dollar,Cheque,1,12,4
70,131266,428.3,US Dollar,Credit Card,1,12,4
1231,24438,2215.97,US Dollar,ACH,1,12,4
1638,23,445170.67,Yen,ACH,1,12,4
11495,23,1069768.42,Yen,ACH,1,3,1
23,20,1079.92,Euro,ACH,1,3,1
23,1394,2680.03,US Dollar,ACH,1,6,1
23,23848,13617.61,Euro,ACH,1,19,1
23,1126,13775.6,Euro,ACH,1,10,2
23,15400,12829.39,Euro,ACH,1,19,2
23,0,11319.37,Euro,ACH,1,8,3
23,3100,10993.76,US Dollar,ACH,1,12,3
23,1110,14591.77,US Dollar,ACH,1,17,3
23,12,16652.77,US Dollar,ACH,1,18,3
23,349,5845.0,US Dollar,ACH,1,2,4
23,11770,8534.4,US Dollar,ACH,1,5,4
23,20,14299.17,US Dollar,ACH,1,9,4
23,11,5942.54,Euro,ACH,1,11,4
23,0,10170.26,Euro,ACH,1,12,4
23,2514,7118.25,Euro,ACH,1,12,4
23,21260,4520.85,US Dollar,ACH,1,0,5
137519,29154,2779.37,Euro,ACH,1,12,4
49411,248739,25188.97,Brazil Real,ACH,1,12,4
70,136360,406.14,US Dollar,Credit Card,1,12,4
21444,12274,3521.45,Euro,ACH,1,12,4
70,18491,106955.74,Euro,Cash,1,12,4
70,25384,154.66,Euro,Cheque,1,12,4
70,169261,31.728629,Bitcoin,Bitcoin,1,12,4
27,27,154128.05,Ruble,ACH,1,13,4
70,138415,8212.67,Canadian Dollar,Credit Card,1,13,4
19,40904,4627.03,Australian Dollar,ACH,1,13,4
270290,70949,0.312891,Bitcoin,Bitcoin,1,13,4
169671,270372,0.043889,Bitcoin,Bitcoin,1,13,4
1422,5571,3193.15,US Dollar,ACH,1,13,4
212633,15,21772.42,Yuan,ACH,1,13,4
70,19856,45684514.84,Yen,Cheque,1,13,4
70,224574,263714.05,Rupee,Cheque,1,13,4
70,214,2160.54,Brazil Real,Cheque,1,13,4
423,5082,3758.47,Euro,ACH,1,14,4
25384,15607,360.67,Euro,ACH,1,14,4
231422,0,3524.12,Euro,ACH,1,14,4
70,1110,1.82,US Dollar,Cash,1,14,4
70,14449,7589.06,Yuan,Credit Card,1,14,4
10920,5923,14616.17,Yuan,ACH,1,14,4
21414,5855,1964.1,US Dollar,ACH,1,15,4
14652,11314,3497.03,Euro,ACH,1,15,4
70,118939,211.08,Euro,Credit Card,1,15,4
29779,5893,24524.33,Yuan,ACH,1,15,4
12307,8997,89219.49,Yuan,ACH,1,15,4
225784,225606,308281.69,Rupee,ACH,1,15,4
70,33858,931279.19,UK Pound,Cheque,1,15,4
70,157948,46020.23,Shekel,Cheque,1,15,4
22185,13474,3666.8,US Dollar,ACH,1,15,4
5206,21414,1279.07,US Dollar,ACH,1,15,4
349,2368,128.49,US Dollar,ACH,1,15,4
70,3202,1484.68,US Dollar,Cheque,1,15,4
143569,15331,4254.21,US Dollar,ACH,1,15,4
70,5082,70.41,Euro,Cheque,1,15,4
119669,8540,2530.55,Euro,ACH,1,15,4
70,1720,1770.28,Euro,Cheque,1,15,4
219815,23848,2967.33,Euro,ACH,1,15,4
219,211,106.03,Swiss Franc,ACH,1,15,4
20,24523,3474.86,US Dollar,ACH,1,16,4
3,11,4263.46,Euro,ACH,1,16,4
237598,123496,735.59,Euro,ACH,1,16,4
172057,11,2315.2,Euro,ACH,1,16,4
214728,113667,29913.61,Yuan,ACH,1,16,4
41126,141204,860.06,Australian Dollar,ACH,1,16,4
22224,22124,4464.78,US Dollar,ACH,1,16,4
24778,3202,3523.08,US Dollar,ACH,1,16,4
70,3460,3495.49,Euro,Cheque,1,16,4
70,112438,145.88,Euro,Credit Card,1,16,4
2293,600,29887.5,Euro,Cheque,1,16,4
70,1835,1482.7,Euro,Credit Card,1,16,4
41014,14,53994.7,Mexican Peso,ACH,1,16,4
158841,150020,1077.29,US Dollar,ACH,1,17,4
22264,1835,2780.85,Euro,ACH,1,17,4
1390,12386,2419.91,Euro,ACH,1,17,4
70,19856,985664.79,Yen,Credit Card,1,17,4
70,224574,56121.44,Rupee,Cheque,1,17,4
70,69521,0.027945,Bitcoin,Bitcoin,1,17,4
72351,72474,3.511833,Bitcoin,Bitcoin,1,17,4
70,3202,27.7,US Dollar,Cheque,1,17,4
225862,212518,956.04,US Dollar,ACH,1,17,4
152943,24317,4146.45,US Dollar,ACH,1,17,4
234587,129759,1271.65,Euro,ACH,1,17,4
223281,119699,925384.85,Rupee,ACH,1,17,4
216,263025,2929.77,Saudi Riyal,ACH,1,17,4
70,257456,199.42,US Dollar,Credit Card,1,18,4
70,3,341.97,Euro,Credit Card,1,18,4
70,25634,23.03,Euro,Cash,1,18,4
23,21334,111425.58,Yen,ACH,1,18,4
70,40904,6459.29,Australian Dollar,Cheque,1,18,4
42234,141465,1460.99,Australian Dollar,ACH,1,18,4
245681,41014,66102.91,Mexican Peso,ACH,1,18,4
70,215514,3450.33,US Dollar,Cheque,1,18,4
70,215456,2787.01,US Dollar,Cheque,1,18,4
242580,144315,4068.47,US Dollar,ACH,1,18,4
260364,54765,4133.54,US Dollar,ACH,1,18,4
1394,11047,11273.59,US Dollar,ACH,1,18,4
11047,11495,10873.85,US Dollar,ACH,1,4,0
1394,20,2892.63,US Dollar,ACH,1,19,4
20,11495,2892.63,US Dollar,ACH,1,5,0
1394,1422,18991.63,US Dollar,ACH,1,22,4
1422,11495,17168.45,US Dollar,ACH,1,8,0
1394,11222,1295.78,US Dollar,ACH,1,4,5
11222,11495,1295.78,US Dollar,ACH,1,9,0
1394,394,5690.82,US Dollar,ACH,1,8,5
394,11495,5166.84,US Dollar,ACH,1,13,0
1394,11222,13834.32,US Dollar,ACH,1,11,5
11222,11495,14939.7,US Dollar,ACH,1,14,0
1394,1126,1969.85,Euro,ACH,1,12,5
1126,11495,2169.92,US Dollar,ACH,1,15,0
1394,12592,14051.08,US Dollar,ACH,1,13,5
12592,11495,14051.08,US Dollar,ACH,1,16,0
1394,23848,965.81,Euro,ACH,1,14,5
23848,11495,1131.72,US Dollar,ACH,1,17,0
1394,14,9414.62,Euro,ACH,1,14,5
14,11495,10311.21,US Dollar,ACH,1,3,1
1394,21414,12072.94,US Dollar,ACH,1,17,5
21414,11495,9825.42,US Dollar,ACH,1,8,1
1394,2368,5823.89,US Dollar,ACH,1,13,6
2368,11495,5823.89,US Dollar,ACH,1,11,1
1394,1776,10703.56,Euro,ACH,1,14,6
1776,11495,14453.78,US Dollar,ACH,1,13,1
1394,21876,17000.44,Euro,ACH,1,18,6
21876,11495,19920.84,US Dollar,ACH,1,15,1
1394,10,19517.18,Canadian Dollar,ACH,1,4,0
10,11495,16986.14,US Dollar,ACH,1,18,1
70,23848,2622.64,Euro,Credit Card,1,18,4
70,136474,7411.28,Canadian Dollar,Cheque,1,18,4
214,210,30412.39,Brazil Real,ACH,1,18,4
216,216,12069.4,Saudi Riyal,ACH,1,18,4
70,43217,1581.93,US Dollar,Credit Card,1,19,4
5312,11,14393.52,Euro,ACH,1,8,5
11,0,15284.76,Euro,ACH,1,13,6
1835,23848,10345.01,Euro,ACH,1,14,6
23848,0,10130.1,Euro,ACH,1,17,1
0,600,2154.41,Euro,ACH,1,9,6
600,1595,2207.12,Euro,ACH,1,7,1
11314,25307,15743.98,Euro,ACH,1,11,5
25307,22264,15743.98,Euro,ACH,1,13,5
25384,2293,3164.49,Euro,ACH,1,19,4
239436,18520,7221.13,Euro,ACH,1,19,4
220270,144936,3178.34,Euro,ACH,1,19,4
11265,1639,7999.84,US Dollar,ACH,1,19,4
118681,5621,2939.4,US Dollar,ACH,1,19,4
70,0,1410.78,Euro,Cheque,1,19,4
70,6058,9924.95,Euro,Cash,1,19,4
29592,115648,166034.52,Yen,ACH,1,19,4
70,123568,23343.2,Rupee,Cheque,1,19,4
70,10,6103.28,Canadian Dollar,Credit Card,1,19,4
70,12966,18752.69,US Dollar,Credit Card,1,20,4
219788,1277,385.44,US Dollar,ACH,1,20,4
14133,210472,596.11,US Dollar,ACH,1,20,4
70,132004,1285.14,US Dollar,Credit Card,1,20,4
18247,231651,2898.95,US Dollar,ACH,1,20,4
15400,25885,3533.98,Euro,ACH,1,20,4
70,141465,26259.96,Australian Dollar,Cash,1,20,4
213123,28932,957.58,US Dollar,ACH,1,20,4
11701,29448,831.06,US Dollar,ACH,1,20,4
70,1768,2205.14,Euro,Credit Card,1,20,4
29572,23,215694.72,Yen,ACH,1,20,4
224237,24202,7195.48,Rupee,ACH,1,20,4
124503,25235,503755.8,Rupee,Cheque,1,20,4
70,134489,2256.26,UK Pound,Cheque,1,20,4
19085,120336,1762.38,US Dollar,ACH,1,21,4
13395,162822,3763.28,US Dollar,ACH,1,21,4
123260,224371,252178.66,Rupee,ACH,1,21,4
16,11,4709.5,Canadian Dollar,ACH,1,21,4
70,143476,4565.07,Australian Dollar,Cheque,1,21,4
70,118,0.124625,Bitcoin,Bitcoin,1,21,4
21566,2860,4813.54,US Dollar,ACH,1,21,4
2175,5571,3967.27,US Dollar,ACH,1,21,4
70,221100,13004924.76,US Dollar,Cash,1,21,4
12,11,7192.63,Euro,ACH,1,12,6
11,2196,9029.54,US Dollar,ACH,1,9,0
21876,23848,11702.35,Euro,ACH,1,11,6
23848,1277,12921.94,US Dollar,ACH,1,7,1
394,1394,14427.24,US Dollar,ACH,1,15,5
1394,1422,14408.25,US Dollar,ACH,1,7,1
70,37567,385.02,Euro,Cheque,1,21,4
253379,52788,3668.61,Swiss Franc,ACH,1,21,4
70,72523,0.020715,Bitcoin,Bitcoin,1,21,4
70,115114,6868.53,US Dollar,Cheque,1,22,4
226659,234680,2068.92,US Dollar,ACH,1,22,4
18990,4790,3606.39,US Dollar,ACH,1,22,4
10881,130593,208785808.28,Euro,ACH,1,22,4
11016,110593,7174.12,Yuan,ACH,1,22,4
2,26300,168603.51,Rupee,ACH,1,22,4
164686,115,4640.5,Saudi Riyal,ACH,1,22,4
5394,220188,5937.95,US Dollar,ACH,1,22,4
21260,1439,1589.34,US Dollar,ACH,1,22,4
245564,220188,2225.92,US Dollar,ACH,1,22,4
13590,14172,2923.92,Euro,ACH,1,16,5
14172,21876,2969.23,Euro,ACH,1,5,6
70,12055,704.17,Euro,Cheque,1,22,4
70,15607,12093.74,Euro,Cash,1,22,4
125222,23642,157497.96,Rupee,ACH,1,22,4
70,127900,13667.7,Rupee,Credit Card,1,22,4
235676,39268,2997.23,Canadian Dollar,ACH,1,22,4
70,21260,2419.39,US Dollar,Credit Card,1,23,4
222470,15680,1316.78,US Dollar,ACH,1,23,4
1,11,11574.85,Euro,ACH,1,12,6
11,12,89126.45,Yuan,ACH,1,19,6
531,20,4838.14,US Dollar,ACH,1,13,5
11046,1835,13434.65,Euro,ACH,1,9,6
21876,0,15364.39,Euro,ACH,1,13,5
1120,1595,1606.81,Euro,ACH,1,15,5
11,394,10718.64,US Dollar,ACH,1,10,5
11,11,12193.4,Euro,ACH,1,15,5
29779,9534,8215.64,Yuan,ACH,1,23,4
131266,215107,4836.5,US Dollar,ACH,1,23,4
25526,137029,3372.11,US Dollar,ACH,1,23,4
27387,116299,3732.1,Euro,ACH,1,23,4
18,23,124710.52,Yen,ACH,1,23,4
123957,124359,287427.0,Rupee,ACH,1,23,4
70,112,1013.43,Swiss Franc,Cheque,1,23,4
153743,153743,1144.06,Swiss Franc,ACH,1,23,4
24317,215721,785.39,US Dollar,ACH,1,0,5
20,18656,3106.01,US Dollar,ACH,1,0,5
110134,212642,14692.15,Yuan,ACH,1,0,5
110265,9976,34286.99,Yuan,ACH,1,0,5
117301,14648,43968.35,US Dollar,ACH,1,0,5
219,211,1508.21,Swiss Franc,ACH,1,0,5
217,66930,92801.25,Saudi Riyal,ACH,1,0,5
2368,394,1444.49,US Dollar,ACH,1,1,5
1720,425,879.93,Euro,ACH,1,1,5
2196,1231,15507.35,US Dollar,ACH,1,1,5
2196,12063,1358.53,US Dollar,ACH,1,6,6
2196,1291,16928.89,US Dollar,ACH,1,13,0
231755,5724,2987.23,Euro,ACH,1,1,5
212642,210091,28578.12,Yuan,ACH,1,1,5
16262,3202,4936.71,US Dollar,ACH,1,1,5
70,236335,512.71,Canadian Dollar,Credit Card,1,1,5
11255,1277,4305.34,US Dollar,ACH,1,2,5
1110,23571,1946.7,US Dollar,ACH,1,2,5
1768,11437,635.96,Euro,ACH,1,2,5
4308,3460,6829.95,Euro,ACH,1,2,5
1,1217,1234.5,US Dollar,ACH,1,2,5
1,423,1719.65,Euro,ACH,1,13,5
1,12,9761.54,US Dollar,ACH,1,10,6
1,3,4030.24,Euro,ACH,1,10,0
1,1394,2078.19,US Dollar,ACH,1,12,0
1,498,2095.1,Euro,ACH,1,14,0
1,2514,15021.08,Euro,ACH,1,12,1
259592,257741,16824.77,Shekel,ACH,1,2,5
70,18493,3.12,US Dollar,Credit Card,1,2,5
237958,136311,8710.14,Canadian Dollar,ACH,1,2,5
20,11,6401.65,US Dollar,ACH,1,3,5
4894,1231,1313.59,US Dollar,ACH,1,3,5
136393,14133,729.92,US Dollar,ACH,1,3,5
5383,600,4070.61,Euro,ACH,1,3,5
600,5383,4070.61,Euro,ACH,1,4,5
70,248077,3231.2,Euro,Credit Card,1,3,5
26922,19104,11564.73,Yuan,ACH,1,3,5
235889,10,907.7,Canadian Dollar,ACH,1,3,5
269999,269999,0.261495,Bitcoin,Bitcoin,1,3,5
74785,70846,0.020133,Bitcoin,Bitcoin,1,3,5
240728,129402,3255.68,US Dollar,ACH,1,3,5
7058,16293,140.62,Euro,ACH,1,3,5
127004,230412,912.89,Euro,ACH,1,3,5
20,30691,2503.22,US Dollar,ACH,1,4,5
137074,210472,667.53,US Dollar,ACH,1,4,5
215278,21334,409793.55,Yen,ACH,1,4,5
149772,149034,15632.89,Brazil Real,ACH,1,4,5
22661,28958,48449.66,US Dollar,ACH,1,5,5
224,224,5852.56,US Dollar,ACH,1,5,5
20,224,6481.12,US Dollar,ACH,1,6,5
0,224,3871.6,US Dollar,ACH,1,8,5
3,224,6696.49,US Dollar,ACH,1,11,5
14,224,1680.83,US Dollar,ACH,1,11,6
14,224,4136.34,US Dollar,ACH,1,12,6
425,224,16131.77,US Dollar,ACH,1,13,6
20,224,12544.22,US Dollar,ACH,1,17,6
20,224,10301.34,US Dollar,ACH,1,8,0
20,224,18831.84,US Dollar,ACH,1,14,0
20,224,2391.95,US Dollar,ACH,1,19,0
224,600,75884.38,Euro,ACH,1,16,0
224,20,19210.36,US Dollar,ACH,1,6,1
224,423,691.96,Euro,ACH,1,10,1
224,423,12133.34,Euro,ACH,1,11,1
224,1394,9986.28,US Dollar,ACH,1,19,1
224,1776,7658.47,Euro,ACH,1,9,2
224,0,5234.43,Euro,ACH,1,12,2
224,224,7860.77,US Dollar,ACH,1,14,2
224,498,8276.82,Euro,ACH,1,16,2
224,20,9228.11,US Dollar,ACH,1,5,3
224,20,735.81,US Dollar,ACH,1,7,3
224,1,8666.89,US Dollar,ACH,1,12,4
216269,110851,68.12,Euro,ACH,1,5,5
32979,285,264868.7,Ruble,ACH,1,5,5
246505,246528,39834.99,Mexican Peso,ACH,1,5,5
3202,425,1428.57,Euro,ACH,1,5,5
423,425,2236.63,Euro,ACH,1,14,5
21260,425,15803.68,Euro,ACH,1,15,5
2692,425,9247.17,Euro,ACH,1,11,6
1231,425,10713.5,Euro,ACH,1,14,6
21444,425,19325623.57,Euro,ACH,1,23,6
11,425,6494.66,Euro,ACH,1,11,0
12503,425,15176.75,Euro,ACH,1,11,0
11968,425,8298.63,Euro,ACH,1,18,0
20,425,45507467.35,Euro,ACH,1,2,1
3389,425,6205.87,Euro,ACH,1,7,1
1639,425,13862.57,Euro,ACH,1,12,1
224,425,3427.49,Euro,ACH,1,12,1
11,425,13368.92,Euro,ACH,1,14,1
2293,425,4309.62,Euro,ACH,1,17,1
20,425,4199.93,Euro,ACH,1,5,2
425,1110,18227.97,US Dollar,ACH,1,9,2
425,12202,14177.33,Euro,ACH,1,9,2
425,1807,183.59,US Dollar,ACH,1,18,2
425,12055,7195.17,Euro,ACH,1,10,3
425,498,302433436.82,Euro,ACH,1,20,3
425,425,3730.95,Euro,ACH,1,15,4
425,12063,2076.08,US Dollar,ACH,1,13,5
425,1422,9695.36,US Dollar,ACH,1,15,5
70,219788,1184.2,US Dollar,Credit Card,1,5,5
118939,12055,2839.68,Euro,ACH,1,5,5
133620,117694,375.74,US Dollar,ACH,1,6,5
14213,1720,2821.27,Euro,ACH,1,6,5
19970,13271,6924.42,Yuan,ACH,1,6,5
30515,116648,26168.16,US Dollar,ACH,1,6,5
12503,1720,16430.17,Euro,ACH,1,6,5
1720,1439,18804.4,US Dollar,ACH,1,12,5
1439,12274,16047.68,Euro,ACH,1,19,5
12274,1835,18524.22,Euro,ACH,1,9,6
1835,1390,17011.39,Euro,ACH,1,16,6
1390,11701,19214.06,US Dollar,ACH,1,2,0
11701,1439,19111.57,US Dollar,ACH,1,7,0
1439,0,17651.28,Euro,ACH,1,12,1
0,12,19825.14,US Dollar,ACH,1,14,1
12,24643,16918.78,Euro,ACH,1,19,1
24643,12503,19111.33,Euro,ACH,1,0,2
224191,228147,1522.98,Euro,ACH,1,6,5
9096,110198,26772.11,Yuan,ACH,1,6,5
13482,13218,8859.46,Yuan,ACH,1,6,5
136424,235943,4319.08,Canadian Dollar,ACH,1,6,5
70,259555,2643.57,Shekel,Cheque,1,6,5
70,22086,128.95,US Dollar,Cheque,1,7,5
116299,25400,742.3,Euro,ACH,1,7,5
70,142146,514.51,Australian Dollar,Cheque,1,7,5
112,18,3098.81,Swiss Franc,ACH,1,7,5
69289,170566,0.141601,Bitcoin,Bitcoin,1,7,5
70,9976,180.0,Yuan,Cheque,1,7,5
60175,158053,11344.06,Shekel,ACH,1,7,5
228849,143570,4567.61,US Dollar,ACH,1,8,5
24216,246655,4420.41,US Dollar,ACH,1,8,5
15461,6058,1829.31,Euro,ACH,1,11,5
6058,15461,1786.16,Euro,ACH,1,22,6
20798,224191,1456.57,Euro,ACH,1,8,5
171723,171669,0.055854,Bitcoin,Bitcoin,1,8,5
215191,6045,3139.63,US Dollar,ACH,1,8,5
217862,28625,4295.36,US Dollar,ACH,1,8,5
126413,40122,511.47,US Dollar,ACH,1,8,5
5436,24029,3597.53,Euro,ACH,1,8,5
70,110299,2052.61,Yuan,Cheque,1,8,5
49096,151922,673.25,Brazil Real,ACH,1,8,5
70,28393,543.3,US Dollar,Cheque,1,9,5
70,212730,22984.68,US Dollar,Credit Card,1,9,5
129759,231387,1218.08,Euro,ACH,1,9,5
53905,253428,1755.38,Swiss Franc,ACH,1,9,5
70,169309,0.014575,Bitcoin,Bitcoin,1,9,5
3653,11047,6461.91,US Dollar,ACH,1,9,5
26015,24950,8550.13,US Dollar,ACH,1,9,5
126413,20592,3228.77,US Dollar,ACH,1,9,5
70,22124,1814.3,US Dollar,Cheque,1,9,5
113816,110682,17201.99,Yuan,ACH,1,9,5
49700,11,4255.95,Brazil Real,ACH,1,9,5
165675,217,9741.38,Saudi Riyal,ACH,1,9,5
217,269312,0.275781,Bitcoin,Bitcoin,1,9,5
16679,12966,3155.9,US Dollar,ACH,1,10,5
11314,115,11137.79,Saudi Riyal,ACH,1,19,6
11,11222,19733.03,US Dollar,ACH,1,16,5
11047,1807,4121.2,US Dollar,ACH,1,10,6
1776,21393,19229.92,US Dollar,ACH,1,12,5
11495,3,14022.61,Euro,ACH,1,16,5
1889,5383,16686.88,Euro,ACH,1,13,5
394,11,9629.23,Euro,ACH,1,4,0
20,14213,4383.9,Euro,ACH,1,14,5
70,150810,148797.02,Brazil Real,Credit Card,1,10,5
24643,218303,4124.74,Euro,ACH,1,10,5
11,147445,40833.2,Euro,Cheque,1,10,5
25788,215820,260.17,Euro,Credit Card,1,10,5
166369,167819,18369.68,Saudi Riyal,ACH,1,10,5
70,22129,2.98,US Dollar,Credit Card,1,11,5
20,24562,184.16,Euro,ACH,1,11,5
70,210,1619.96,Brazil Real,Credit Card,1,11,5
217,267070,5046.64,Saudi Riyal,ACH,1,11,5
267233,257989,2610.65,US Dollar,ACH,1,11,5
211018,148859,1229.54,Euro,ACH,1,11,5
29844,29867,30131.16,Yuan,ACH,1,12,5
70,25,22711.87,Rupee,Cheque,1,12,5
149205,248575,12182.03,Brazil Real,ACH,1,12,5
70,12592,299.44,US Dollar,Credit Card,1,13,5
13243,5571,3944.78,US Dollar,ACH,1,13,5
70,27967,998.35,US Dollar,Cheque,1,13,5
22031,21414,1032.81,US Dollar,ACH,1,13,5
70,246655,303.64,US Dollar,Credit Card,1,13,5
18491,12274,2696.08,Euro,ACH,1,13,5
70,223281,526072.55,Rupee,Cash,1,13,5
118681,2196,3741.74,US Dollar,ACH,1,13,5
11,18,872339.12,Ruble,ACH,1,13,5
11,224,10060.82,US Dollar,ACH,1,12,6
11,0,13066.21,Euro,ACH,1,14,0
70,17059,194.94,Euro,Cheque,1,13,5
7272,247652,878.7,Euro,ACH,1,13,5
10488,11756,18904.79,Yuan,ACH,1,13,5
28455,28826,247484.88,Rupee,ACH,1,13,5
231975,285,199073.34,Ruble,ACH,1,13,5
22185,18081,4968.07,US Dollar,ACH,1,14,5
216796,113213,1387.18,US Dollar,ACH,1,14,5
127980,24317,1551.07,US Dollar,ACH,1,14,5
23033,26203,260895.1,Rupee,ACH,1,14,5
2293,17353,7342.06,Euro,ACH,1,14,5
70,23,23071.53,Ruble,Credit Card,1,14,5
7,25,3829.66,UK Pound,ACH,1,14,5
1110,1291,2832.05,US Dollar,ACH,1,15,5
70,20592,495475.36,US Dollar,Cheque,1,15,5
13125,3653,3376.71,US Dollar,ACH,1,15,5
256221,256586,1933.48,Euro,ACH,1,15,5
163233,264772,2919.56,Saudi Riyal,ACH,1,15,5
21939,224,1536.58,US Dollar,ACH,1,15,5
13395,5855,46642.82,US Dollar,ACH,1,15,5
14162,219975,2672.67,US Dollar,ACH,1,15,5
226151,122779,3045.57,US Dollar,ACH,1,15,5
8801,115943,4039.65,US Dollar,ACH,1,15,5
12503,15109,2539.15,Euro,ACH,1,15,5
230233,48087,3969.36,Euro,ACH,1,15,5
226937,223950,336680.84,Rupee,ACH,1,15,5
27,230595,355742.75,Ruble,ACH,1,15,5
23410,251854,4437.13,US Dollar,ACH,1,16,5
118088,2514,5051.72,Euro,ACH,1,16,5
118088,531,9664.69,US Dollar,ACH,1,4,6
118088,1231,16086.77,US Dollar,ACH,1,13,6
118088,22264,6083.52,Euro,ACH,1,17,6
118088,394,8140.09,US Dollar,ACH,1,12,2
11,5383,7820.51,Euro,ACH,1,16,5
70,235889,622.92,Canadian Dollar,Cash,1,16,5
19,41019,26816.84,Australian Dollar,ACH,1,16,5
65528,264772,2858.45,Saudi Riyal,ACH,1,16,5
70997,69289,0.158886,Bitcoin,Bitcoin,1,16,5
28102,13125,3759.08,US Dollar,ACH,1,16,5
49873,127980,1109.41,US Dollar,ACH,1,16,5
70,29919,157.96,Euro,Credit Card,1,16,5
144936,231755,2253.11,Euro,ACH,1,16,5
8488,1217,440.6,US Dollar,ACH,1,16,5
8488,131636,9368.32,Euro,ACH,1,14,6
70,12274,11.32,Euro,Cheque,1,17,5
12503,7839,2557.32,Euro,ACH,1,17,5
12,217087,9405.63,Yen,ACH,1,17,5
